patent_id,inventor_id,company_id
10000042,inv_001823,asg_00224
10000043,inv_000561,asg_00399
10000043,inv_000561,asg_00251
10000044,inv_001795,asg_00357
10000044,inv_001795,asg_00133
10000044,inv_001881,asg_00357
10000044,inv_001881,asg_00133
10000044,inv_001679,asg_00357
10000044,inv_001679,asg_00133
10000044,inv_000205,asg_00357
10000044,inv_000205,asg_00133
10000045,inv_000928,asg_00328
10000045,inv_001423,asg_00328
10000045,inv_000056,asg_00328
10000046,inv_000006,asg_00156
10000046,inv_000820,asg_00156
10000047,inv_000511,asg_00393
10000047,inv_001057,asg_00393
10000048,inv_001623,asg_00376
10000048,inv_001923,asg_00376
10000048,inv_000654,asg_00376
10000048,inv_000924,asg_00376
10000049,inv_001637,
10000049,inv_000577,
10000049,inv_000406,
10000050,inv_001934,asg_00011
10000050,inv_001709,asg_00011
10000050,inv_001811,asg_00011
10000050,inv_001168,asg_00011
10000051,inv_001995,asg_00134
10000052,inv_001229,asg_00087
10000052,inv_001229,asg_00290
10000052,inv_000532,asg_00087
10000052,inv_000532,asg_00290
10000052,inv_000305,asg_00087
10000052,inv_000305,asg_00290
10000052,inv_000182,asg_00087
10000052,inv_000182,asg_00290
10000053,inv_001694,asg_00104
10000053,inv_001379,asg_00104
10000053,inv_001012,asg_00104
10000053,inv_000242,asg_00104
10000054,inv_000782,asg_00110
10000054,inv_000266,asg_00110
10000054,inv_000883,asg_00110
10000054,inv_001753,asg_00110
10000055,inv_001622,asg_00120
10000055,inv_001622,asg_00316
10000055,inv_000298,asg_00120
10000055,inv_000298,asg_00316
10000055,inv_000058,asg_00120
10000055,inv_000058,asg_00316
10000055,inv_000594,asg_00120
10000055,inv_000594,asg_00316
10000056,inv_000175,asg_00354
10000056,inv_000175,asg_00203
10000056,inv_000021,asg_00354
10000056,inv_000021,asg_00203
10000056,inv_000960,asg_00354
10000056,inv_000960,asg_00203
10000056,inv_000272,asg_00354
10000056,inv_000272,asg_00203
10000057,inv_001507,asg_00030
10000057,inv_001223,asg_00030
10000057,inv_000524,asg_00030
10000057,inv_000149,asg_00030
10000058,inv_001241,asg_00306
10000058,inv_001241,asg_00363
10000058,inv_001923,asg_00306
10000058,inv_001923,asg_00363
10000058,inv_001373,asg_00306
10000058,inv_001373,asg_00363
10000059,inv_000619,asg_00286
10000059,inv_000808,asg_00286
10000059,inv_001374,asg_00286
10000059,inv_000759,asg_00286
10000060,inv_001031,asg_00239
10000060,inv_001031,asg_00067
10000060,inv_001009,asg_00239
10000060,inv_001009,asg_00067
10000061,inv_000533,asg_00065
10000061,inv_000239,asg_00065
10000062,inv_000579,asg_00389
10000062,inv_001848,asg_00389
10000062,inv_001795,asg_00389
10000062,inv_000539,asg_00389
10000063,inv_000646,asg_00391
10000063,inv_000646,asg_00077
10000063,inv_001509,asg_00391
10000063,inv_001509,asg_00077
10000064,inv_000111,asg_00240
10000064,inv_000470,asg_00240
10000065,inv_001833,asg_00020
10000065,inv_001833,asg_00226
10000066,inv_000230,asg_00178
10000066,inv_001732,asg_00178
10000066,inv_001474,asg_00178
10000066,inv_001775,asg_00178
10000067,inv_001535,asg_00288
10000067,inv_001535,asg_00339
10000067,inv_001041,asg_00288
10000067,inv_001041,asg_00339
10000068,inv_000852,
10000068,inv_001885,
10000069,inv_001395,asg_00302
10000069,inv_001393,asg_00302
10000069,inv_000249,asg_00302
10000070,inv_000942,asg_00337
10000070,inv_000942,asg_00245
10000071,inv_000674,asg_00335
10000071,inv_000674,asg_00318
10000072,inv_001767,asg_00144
10000072,inv_000099,asg_00144
10000073,inv_000189,asg_00394
10000073,inv_000816,asg_00394
10000073,inv_000522,asg_00394
10000073,inv_000364,asg_00394
10000074,inv_000333,asg_00145
10000074,inv_000795,asg_00145
10000075,inv_001640,asg_00350
10000075,inv_001640,asg_00308
10000075,inv_000885,asg_00350
10000075,inv_000885,asg_00308
10000075,inv_001507,asg_00350
10000075,inv_001507,asg_00308
10000075,inv_001651,asg_00350
10000075,inv_001651,asg_00308
10000076,inv_001049,asg_00198
10000076,inv_000409,asg_00198
10000076,inv_001002,asg_00198
10000077,inv_000184,asg_00095
10000077,inv_001549,asg_00095
10000077,inv_000865,asg_00095
10000077,inv_001660,asg_00095
10000078,inv_001993,asg_00351
10000078,inv_000949,asg_00351
10000078,inv_001385,asg_00351
10000079,inv_000595,asg_00040
10000080,inv_001723,asg_00291
10000080,inv_000509,asg_00291
10000080,inv_001071,asg_00291
10000081,inv_001051,asg_00217
10000082,inv_000727,
10000082,inv_000521,
10000082,inv_001199,
10000083,inv_000367,asg_00042
10000083,inv_001610,asg_00042
10000083,inv_000373,asg_00042
10000083,inv_001726,asg_00042
10000084,inv_001551,asg_00174
10000084,inv_001372,asg_00174
10000084,inv_000921,asg_00174
10000084,inv_001277,asg_00174
10000085,inv_001785,asg_00009
10000085,inv_001379,asg_00009
10000085,inv_000217,asg_00009
10000086,inv_001343,asg_00207
10000086,inv_000977,asg_00207
10000087,inv_001414,asg_00202
10000087,inv_001379,asg_00202
10000087,inv_001972,asg_00202
10000088,inv_000390,asg_00008
10000089,inv_001328,asg_00320
10000089,inv_000297,asg_00320
10000089,inv_001330,asg_00320
10000089,inv_000495,asg_00320
10000090,inv_000303,asg_00078
10000090,inv_000970,asg_00078
10000090,inv_000864,asg_00078
10000090,inv_000044,asg_00078
10000091,inv_001760,asg_00124
10000092,inv_000104,asg_00365
10000092,inv_000683,asg_00365
10000092,inv_000016,asg_00365
10000092,inv_000210,asg_00365
10000093,inv_000075,asg_00302
10000093,inv_000998,asg_00302
10000093,inv_000818,asg_00302
10000094,inv_001081,
10000095,inv_001828,asg_00059
10000095,inv_001828,asg_00253
10000095,inv_001327,asg_00059
10000095,inv_001327,asg_00253
10000095,inv_000854,asg_00059
10000095,inv_000854,asg_00253
10000096,inv_000042,asg_00176
10000096,inv_000330,asg_00176
10000096,inv_000589,asg_00176
10000096,inv_001487,asg_00176
10000097,inv_001887,asg_00336
10000097,inv_001887,asg_00239
10000097,inv_001233,asg_00336
10000097,inv_001233,asg_00239
10000097,inv_001747,asg_00336
10000097,inv_001747,asg_00239
10000098,inv_001630,asg_00082
10000098,inv_001630,asg_00318
10000098,inv_000967,asg_00082
10000098,inv_000967,asg_00318
10000098,inv_001637,asg_00082
10000098,inv_001637,asg_00318
10000099,inv_000264,asg_00051
10000099,inv_000354,asg_00051
10000099,inv_000408,asg_00051
10000099,inv_000320,asg_00051
10000100,inv_001140,asg_00183
10000100,inv_001140,asg_00133
10000100,inv_000096,asg_00183
10000100,inv_000096,asg_00133
10000101,inv_001652,
10000102,inv_001150,asg_00132
10000103,inv_001835,asg_00263
10000103,inv_000309,asg_00263
10000103,inv_001747,asg_00263
10000104,inv_001636,asg_00054
10000104,inv_000936,asg_00054
10000104,inv_001971,asg_00054
10000104,inv_001723,asg_00054
10000105,inv_001038,asg_00322
10000106,inv_001450,asg_00375
10000106,inv_000904,asg_00375
10000106,inv_001560,asg_00375
10000107,inv_000251,asg_00212
10000107,inv_001737,asg_00212
10000108,inv_001034,asg_00366
10000108,inv_000350,asg_00366
10000108,inv_000174,asg_00366
10000109,inv_001612,asg_00209
10000109,inv_000467,asg_00209
10000109,inv_000282,asg_00209
10000109,inv_001642,asg_00209
10000110,inv_000298,asg_00035
10000110,inv_001577,asg_00035
10000110,inv_000020,asg_00035
10000110,inv_001469,asg_00035
10000111,inv_000888,asg_00018
10000111,inv_000125,asg_00018
10000112,inv_000858,asg_00283
10000112,inv_000823,asg_00283
10000112,inv_001814,asg_00283
10000113,inv_001843,asg_00358
10000113,inv_001843,asg_00206
10000113,inv_001080,asg_00358
10000113,inv_001080,asg_00206
10000113,inv_001250,asg_00358
10000113,inv_001250,asg_00206
10000114,inv_001428,asg_00207
10000114,inv_000707,asg_00207
10000114,inv_001817,asg_00207
10000114,inv_001662,asg_00207
10000115,inv_000798,asg_00064
10000115,inv_001485,asg_00064
10000115,inv_001472,asg_00064
10000116,inv_001047,asg_00266
10000117,inv_000494,asg_00216
10000117,inv_001704,asg_00216
10000117,inv_001585,asg_00216
10000118,inv_000531,asg_00024
10000118,inv_001284,asg_00024
10000118,inv_001039,asg_00024
10000119,inv_000928,asg_00120
10000120,inv_000717,asg_00366
10000120,inv_000612,asg_00366
10000121,inv_000215,asg_00098
10000121,inv_000671,asg_00098
10000122,inv_001696,
10000122,inv_000843,
10000122,inv_000167,
10000122,inv_000188,
10000123,inv_000756,asg_00206
10000124,inv_001785,asg_00225
10000124,inv_000540,asg_00225
10000124,inv_001196,asg_00225
10000124,inv_001021,asg_00225
10000125,inv_000295,asg_00364
10000125,inv_001035,asg_00364
10000126,inv_001422,asg_00242
10000127,inv_001232,asg_00056
10000127,inv_001232,asg_00061
10000128,inv_000241,asg_00191
10000128,inv_000760,asg_00191
10000129,inv_000291,asg_00024
10000129,inv_001605,asg_00024
10000130,inv_000004,
10000130,inv_000250,
10000130,inv_001121,
10000130,inv_000714,
10000131,inv_001158,asg_00193
10000131,inv_000926,asg_00193
10000131,inv_001843,asg_00193
10000132,inv_001033,asg_00230
10000132,inv_001303,asg_00230
10000133,inv_000182,asg_00209
10000133,inv_001638,asg_00209
10000133,inv_001279,asg_00209
10000134,inv_001962,asg_00226
10000135,inv_001448,asg_00395
10000135,inv_000050,asg_00395
10000136,inv_001318,asg_00098
10000137,inv_001960,asg_00096
10000138,inv_001970,asg_00105
10000138,inv_000038,asg_00105
10000139,inv_000822,asg_00011
10000139,inv_001206,asg_00011
10000139,inv_000092,asg_00011
10000140,inv_001760,asg_00195
10000141,inv_000584,asg_00393
10000141,inv_000294,asg_00393
10000142,inv_000120,asg_00092
10000142,inv_000120,asg_00013
10000142,inv_001258,asg_00092
10000142,inv_001258,asg_00013
10000143,inv_000655,asg_00165
10000144,inv_000490,asg_00121
10000144,inv_001540,asg_00121
10000145,inv_000551,
10000146,inv_000059,asg_00009
10000146,inv_000059,asg_00137
10000146,inv_000834,asg_00009
10000146,inv_000834,asg_00137
10000146,inv_001297,asg_00009
10000146,inv_001297,asg_00137
10000146,inv_000478,asg_00009
10000146,inv_000478,asg_00137
10000147,inv_000623,asg_00042
10000147,inv_001163,asg_00042
10000148,inv_000764,asg_00125
10000148,inv_000764,asg_00275
10000148,inv_001106,asg_00125
10000148,inv_001106,asg_00275
10000149,inv_001664,asg_00317
10000150,inv_000559,asg_00179
10000150,inv_001224,asg_00179
10000150,inv_000513,asg_00179
10000150,inv_001719,asg_00179
10000151,inv_000093,asg_00035
10000151,inv_000330,asg_00035
10000151,inv_001513,asg_00035
10000152,inv_001700,asg_00284
10000153,inv_001810,asg_00133
10000153,inv_001396,asg_00133
10000153,inv_001936,asg_00133
10000154,inv_000699,asg_00168
10000154,inv_000699,asg_00008
10000154,inv_000431,asg_00168
10000154,inv_000431,asg_00008
10000154,inv_000941,asg_00168
10000154,inv_000941,asg_00008
10000155,inv_000008,asg_00284
10000155,inv_001846,asg_00284
10000155,inv_000019,asg_00284
10000155,inv_001377,asg_00284
10000156,inv_001612,asg_00333
10000156,inv_001612,asg_00039
10000157,inv_000722,asg_00192
10000157,inv_000722,asg_00307
10000158,inv_000255,asg_00098
10000159,inv_001553,asg_00363
10000160,inv_001655,asg_00252
10000160,inv_001470,asg_00252
10000160,inv_000452,asg_00252
10000161,inv_000014,asg_00326
10000161,inv_000014,asg_00202
10000161,inv_000401,asg_00326
10000161,inv_000401,asg_00202
10000162,inv_000349,asg_00344
10000162,inv_001130,asg_00344
10000162,inv_000396,asg_00344
10000162,inv_001351,asg_00344
10000163,inv_001204,asg_00033
10000164,inv_001804,asg_00140
10000164,inv_001071,asg_00140
10000165,inv_001394,asg_00218
10000165,inv_001147,asg_00218
10000165,inv_001808,asg_00218
10000166,inv_000561,asg_00185
10000166,inv_000249,asg_00185
10000166,inv_001392,asg_00185
10000166,inv_001061,asg_00185
10000167,inv_001880,asg_00002
10000167,inv_000860,asg_00002
10000167,inv_001090,asg_00002
10000168,inv_001510,asg_00353
10000169,inv_000674,
10000169,inv_000636,
10000170,inv_001654,asg_00171
10000170,inv_000049,asg_00171
10000170,inv_001213,asg_00171
10000170,inv_001632,asg_00171
10000171,inv_001963,asg_00170
10000171,inv_001963,asg_00266
10000171,inv_000697,asg_00170
10000171,inv_000697,asg_00266
10000172,inv_001564,asg_00043
10000172,inv_000195,asg_00043
10000172,inv_001280,asg_00043
10000172,inv_000914,asg_00043
10000173,inv_001602,asg_00226
10000174,inv_000134,asg_00150
10000174,inv_000208,asg_00150
10000174,inv_001387,asg_00150
10000174,inv_000114,asg_00150
10000175,inv_000477,asg_00005
10000175,inv_001770,asg_00005
10000175,inv_001227,asg_00005
10000175,inv_001612,asg_00005
10000176,inv_001802,asg_00345
10000176,inv_001270,asg_00345
10000176,inv_001268,asg_00345
10000176,inv_000207,asg_00345
10000177,inv_000221,
10000177,inv_000210,
10000178,inv_001852,asg_00260
10000178,inv_001173,asg_00260
10000179,inv_000380,
10000179,inv_000497,
10000179,inv_000281,
10000179,inv_001632,
10000180,inv_000637,asg_00074
10000180,inv_001195,asg_00074
10000180,inv_001812,asg_00074
10000181,inv_000596,
10000181,inv_000755,
10000181,inv_001987,
10000182,inv_000864,asg_00102
10000183,inv_001367,asg_00239
10000183,inv_000974,asg_00239
10000184,inv_001261,asg_00053
10000184,inv_000613,asg_00053
10000184,inv_000857,asg_00053
10000185,inv_001308,asg_00117
10000186,inv_001504,asg_00378
10000186,inv_001573,asg_00378
10000186,inv_001950,asg_00378
10000186,inv_001668,asg_00378
10000187,inv_000743,
10000188,inv_000595,asg_00299
10000188,inv_000901,asg_00299
10000189,inv_000581,asg_00134
10000189,inv_000356,asg_00134
10000190,inv_000365,
10000190,inv_000401,
10000191,inv_000776,asg_00056
10000191,inv_001341,asg_00056
10000192,inv_000757,asg_00087
10000192,inv_001657,asg_00087
10000193,inv_000242,asg_00066
10000194,inv_000651,asg_00125
10000194,inv_000651,asg_00023
10000194,inv_001227,asg_00125
10000194,inv_001227,asg_00023
10000194,inv_000879,asg_00125
10000194,inv_000879,asg_00023
10000195,inv_001617,asg_00322
10000195,inv_000304,asg_00322
10000195,inv_000671,asg_00322
10000196,inv_000428,asg_00339
10000196,inv_001489,asg_00339
10000196,inv_000166,asg_00339
10000196,inv_001606,asg_00339
10000197,inv_001538,asg_00265
10000197,inv_001807,asg_00265
10000197,inv_001321,asg_00265
10000197,inv_001042,asg_00265
10000198,inv_001076,asg_00253
10000198,inv_001422,asg_00253
10000198,inv_000989,asg_00253
10000199,inv_000424,asg_00103
10000200,inv_000870,asg_00191
10000200,inv_001820,asg_00191
10000200,inv_000772,asg_00191
10000201,inv_000604,asg_00180
10000202,inv_000872,asg_00188
10000202,inv_000923,asg_00188
10000202,inv_000957,asg_00188
10000203,inv_000367,asg_00135
10000204,inv_000603,asg_00262
10000204,inv_000603,asg_00279
10000205,inv_000201,
10000205,inv_000242,
10000206,inv_001382,asg_00381
10000206,inv_000674,asg_00381
10000207,inv_001751,asg_00278
10000207,inv_001540,asg_00278
10000208,inv_001603,asg_00296
10000208,inv_000827,asg_00296
10000208,inv_001937,asg_00296
10000209,inv_001772,asg_00370
10000209,inv_000814,asg_00370
10000210,inv_001479,asg_00160
10000210,inv_001667,asg_00160
10000210,inv_000944,asg_00160
10000210,inv_000697,asg_00160
10000211,inv_000921,asg_00295
10000211,inv_001746,asg_00295
10000211,inv_001143,asg_00295
10000211,inv_000061,asg_00295
10000212,inv_000695,asg_00385
10000212,inv_000461,asg_00385
10000212,inv_000858,asg_00385
10000213,inv_001162,asg_00071
10000214,inv_000780,
10000214,inv_000418,
10000214,inv_001942,
10000214,inv_000800,
10000215,inv_001166,asg_00155
10000215,inv_001970,asg_00155
10000215,inv_000924,asg_00155
10000216,inv_000065,asg_00250
10000216,inv_001692,asg_00250
10000217,inv_000581,asg_00035
10000217,inv_000421,asg_00035
10000217,inv_000477,asg_00035
10000217,inv_000596,asg_00035
10000218,inv_000351,asg_00210
10000219,inv_000979,asg_00105
10000219,inv_000979,asg_00066
10000219,inv_001521,asg_00105
10000219,inv_001521,asg_00066
10000219,inv_000140,asg_00105
10000219,inv_000140,asg_00066
10000219,inv_000796,asg_00105
10000219,inv_000796,asg_00066
10000220,inv_000325,asg_00103
10000220,inv_001236,asg_00103
10000220,inv_001177,asg_00103
10000220,inv_001923,asg_00103
10000221,inv_000292,asg_00204
10000222,inv_000942,asg_00147
10000222,inv_000947,asg_00147
10000222,inv_001179,asg_00147
10000222,inv_000080,asg_00147
10000223,inv_000800,asg_00089
10000223,inv_001255,asg_00089
10000223,inv_001686,asg_00089
10000224,inv_000937,asg_00291
10000224,inv_000787,asg_00291
10000224,inv_001865,asg_00291
10000224,inv_001349,asg_00291
10000225,inv_000560,asg_00149
10000225,inv_001807,asg_00149
10000226,inv_000842,asg_00039
10000226,inv_000842,asg_00386
10000226,inv_001560,asg_00039
10000226,inv_001560,asg_00386
10000226,inv_001132,asg_00039
10000226,inv_001132,asg_00386
10000226,inv_000248,asg_00039
10000226,inv_000248,asg_00386
10000227,inv_000337,
10000227,inv_000517,
10000227,inv_000424,
10000227,inv_001036,
10000228,inv_001527,asg_00019
10000228,inv_000817,asg_00019
10000228,inv_001752,asg_00019
10000229,inv_000669,asg_00248
10000229,inv_001372,asg_00248
10000230,inv_001461,asg_00241
10000230,inv_001945,asg_00241
10000231,inv_001243,asg_00150
10000232,inv_001375,asg_00346
10000233,inv_000443,
10000233,inv_001463,
10000234,inv_001713,asg_00267
10000235,inv_000909,
10000235,inv_000107,
10000235,inv_001225,
10000236,inv_000409,
10000236,inv_000187,
10000237,inv_001392,
10000237,inv_001370,
10000238,inv_001049,asg_00320
10000238,inv_000220,asg_00320
10000238,inv_001670,asg_00320
10000238,inv_000669,asg_00320
10000239,inv_001922,asg_00182
10000239,inv_000876,asg_00182
10000239,inv_000247,asg_00182
10000239,inv_000475,asg_00182
10000240,inv_000024,asg_00033
10000240,inv_000797,asg_00033
10000240,inv_000435,asg_00033
10000241,inv_000137,asg_00210
10000241,inv_000137,asg_00154
10000242,inv_000515,asg_00166
10000242,inv_001964,asg_00166
10000243,inv_001301,asg_00162
10000243,inv_001301,asg_00341
10000243,inv_001559,asg_00162
10000243,inv_001559,asg_00341
10000244,inv_000783,asg_00300
10000244,inv_001046,asg_00300
10000244,inv_001311,asg_00300
10000244,inv_001519,asg_00300
10000245,inv_000632,asg_00219
10000246,inv_000767,asg_00077
10000246,inv_001021,asg_00077
10000247,inv_001513,asg_00329
10000247,inv_001796,asg_00329
10000247,inv_000673,asg_00329
10000247,inv_000274,asg_00329
10000248,inv_001537,asg_00169
10000248,inv_001537,asg_00175
10000248,inv_000048,asg_00169
10000248,inv_000048,asg_00175
10000248,inv_000469,asg_00169
10000248,inv_000469,asg_00175
10000249,inv_001641,asg_00113
10000249,inv_001407,asg_00113
10000250,inv_000905,
10000250,inv_001289,
10000251,inv_001921,asg_00088
10000251,inv_000418,asg_00088
10000252,inv_000872,asg_00159
10000253,inv_001240,asg_00295
10000253,inv_000509,asg_00295
10000254,inv_000163,asg_00085
10000254,inv_001947,asg_00085
10000254,inv_001991,asg_00085
10000254,inv_000736,asg_00085
10000255,inv_001557,asg_00010
10000255,inv_000319,asg_00010
10000255,inv_001678,asg_00010
10000255,inv_001953,asg_00010
10000256,inv_001218,asg_00089
10000256,inv_001100,asg_00089
10000256,inv_000312,asg_00089
10000257,inv_000580,asg_00170
10000257,inv_000768,asg_00170
10000257,inv_001151,asg_00170
10000257,inv_001241,asg_00170
10000258,inv_000008,asg_00373
10000258,inv_000008,asg_00371
10000258,inv_000026,asg_00373
10000258,inv_000026,asg_00371
10000259,inv_001925,asg_00250
10000259,inv_000808,asg_00250
10000259,inv_001987,asg_00250
10000259,inv_001520,asg_00250
10000260,inv_001887,asg_00289
10000261,inv_001043,asg_00188
10000261,inv_001452,asg_00188
10000261,inv_001000,asg_00188
10000262,inv_001506,
10000262,inv_000505,
10000262,inv_000496,
10000262,inv_000978,
10000263,inv_001933,asg_00296
10000263,inv_001394,asg_00296
10000263,inv_000301,asg_00296
10000263,inv_000520,asg_00296
10000264,inv_001319,asg_00196
10000265,inv_001794,asg_00218
10000265,inv_000866,asg_00218
10000266,inv_001200,asg_00372
10000266,inv_000630,asg_00372
10000266,inv_001503,asg_00372
10000266,inv_000842,asg_00372
10000267,inv_001667,asg_00383
10000267,inv_000292,asg_00383
10000267,inv_000550,asg_00383
10000268,inv_000003,asg_00268
10000268,inv_000198,asg_00268
10000268,inv_000143,asg_00268
10000268,inv_001584,asg_00268
10000269,inv_000767,asg_00101
10000269,inv_000381,asg_00101
10000270,inv_001161,asg_00383
10000270,inv_001667,asg_00383
10000270,inv_000435,asg_00383
10000270,inv_000380,asg_00383
10000271,inv_000902,asg_00325
10000271,inv_001283,asg_00325
10000271,inv_001869,asg_00325
10000271,inv_001278,asg_00325
10000272,inv_000255,
10000272,inv_000566,
10000272,inv_000131,
10000272,inv_000700,
10000273,inv_000019,
10000274,inv_001069,
10000274,inv_001621,
10000275,inv_000969,asg_00189
10000275,inv_001550,asg_00189
10000275,inv_000690,asg_00189
10000275,inv_001237,asg_00189
10000276,inv_001927,asg_00193
10000276,inv_000739,asg_00193
10000277,inv_001651,asg_00357
10000277,inv_000205,asg_00357
10000277,inv_000006,asg_00357
10000278,inv_001779,asg_00358
10000279,inv_001054,
10000279,inv_000846,
10000279,inv_001352,
10000279,inv_000384,
10000280,inv_001788,asg_00166
10000280,inv_000093,asg_00166
10000280,inv_001985,asg_00166
10000281,inv_000819,
10000281,inv_001513,
10000281,inv_001254,
10000281,inv_001626,
10000282,inv_000601,asg_00266
10000282,inv_001243,asg_00266
10000282,inv_000399,asg_00266
10000282,inv_001458,asg_00266
10000283,inv_001631,asg_00280
10000283,inv_000178,asg_00280
10000283,inv_000617,asg_00280
10000283,inv_001704,asg_00280
10000284,inv_001357,asg_00385
10000284,inv_001107,asg_00385
10000284,inv_000493,asg_00385
10000284,inv_000498,asg_00385
10000285,inv_000328,asg_00167
10000285,inv_000328,asg_00196
10000286,inv_001948,asg_00273
10000286,inv_001838,asg_00273
10000286,inv_001373,asg_00273
10000286,inv_000252,asg_00273
10000287,inv_001785,asg_00307
10000287,inv_000458,asg_00307
10000287,inv_001908,asg_00307
10000288,inv_001339,asg_00223
10000288,inv_001339,asg_00119
10000288,inv_001315,asg_00223
10000288,inv_001315,asg_00119
10000288,inv_001607,asg_00223
10000288,inv_001607,asg_00119
10000288,inv_001150,asg_00223
10000288,inv_001150,asg_00119
10000289,inv_000228,
10000290,inv_001173,asg_00160
10000291,inv_001208,asg_00198
10000292,inv_001064,asg_00113
10000292,inv_001359,asg_00113
10000293,inv_000647,asg_00112
10000293,inv_000296,asg_00112
10000293,inv_001671,asg_00112
10000293,inv_001931,asg_00112
10000294,inv_000298,asg_00359
10000294,inv_000298,asg_00017
10000294,inv_001529,asg_00359
10000294,inv_001529,asg_00017
10000294,inv_001362,asg_00359
